module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
auth,onboarding_cta,Start Home,Home 시작하기,Homeを始める,開始 Home,เริ่มต้น Home,Mulai Home,Commencer Home,Home starten,Empezar Home,Inizia Home,Começar Home,Home'u başlat,Начать Home,ابدأ Home
auth,family_invite_branch,Your family sent you an invitation. Shall we take a look?,가족이 초대장을 보냈어요. 확인하러 갈까요?,ご家族から招待状が届いています。確認しに行きますか？,您的家人傳送了邀請函，我們去看看嗎？,ครอบครัวของคุณส่งคำเชิญมาให้ ไปดูกันไหม?,Keluarga Anda telah mengirimkan undangan. Mari kita lihat?,Votre famille vous a envoyé une invitation. On va voir ça ?,Ihre Familie hat Ihnen eine Einladung geschickt. Wollen wir nachschauen?,Tu familia te envió una invitación. ¿Vamos a verla?,La tua famiglia ti ha inviato un invito. Andiamo a vedere?,Sua família te enviou um convite. Vamos ver?,Aileniz size bir davet gönderdi. Bakalım mı?,Ваша семья прислала вам приглашение. Пойдём посмотрим?,أرسلت لك عائلتك دعوة. هل نذهب لنرى؟
auth,signup_done_error,Something went wrong. Please try again.,잠시 문제가 생겼습니다. 다시 시도해 주세요.,問題が発生しました。もう一度お試しください。,發生問題，請再試一次。,เกิดข้อผิดพลาด กรุณาลองอีกครั้ง,Terjadi masalah. Silakan coba lagi.,Un problème est survenu. Veuillez réessayer.,Es ist ein Problem aufgetreten. Bitte versuchen Sie es erneut.,Algo salió mal. Inténtalo de nuevo.,Qualcosa è andato storto. Riprova.,Algo deu errado. Tente novamente.,Bir sorun oluştu. Lütfen tekrar deneyin.,Что-то пошло не так. Повторите попытку.,حدث خطأ ما. يرجى المحاولة مرة أخرى.
auth,# RFC-0005 A — Under-18 Block (A7),,,,,,,,,,,,,,
auth,underage_title,We can't join you just yet,지금은 함께하기 어려워요,今はご一緒できません,我們現在還不能加入您,ตอนนี้เราไม่สามารถเข้าร่วมกับคุณได้,Kami belum bisa bergabung dengan Anda sekarang,Nous ne pouvons pas vous rejoindre tout de suite,Wir können Ihnen gerade noch nicht beitreten,No podemos acompañarte todavía,Non possiamo ancora unirti,Ainda não podemos nos juntar a você,Şu an sizinle birlikte olamıyoruz,Мы ещё не можем быть с вами,لا يمكننا الانضمام إليك في الوقت الحالي
auth,underage_body,Ailom is a service for those 18 and older. Let's meet again once you've grown a little more.,Ailom은 만 18세 이상을 위한 서비스예요. 조금 더 자란 뒤에 다시 만나요.,Ailomは18歳以上を対象としたサービスです。もう少し成長してからまたお会いしましょう。,Ailom 是適合 18 歲以上的服務，等您再大一些後再見。,Ailom เป็นบริการสำหรับผู้ที่มีอายุ 18 ปีขึ้นไป มาพบกันอีกครั้งเมื่อคุณโตขึ้นอีกหน่อย,Ailom adalah layanan untuk usia 18 tahun ke atas. Mari bertemu lagi setelah Anda sedikit lebih besar.,Ailom est un service pour les 18 ans et plus. Retrouvons-nous une fois que vous aurez grandi un peu.,Ailom ist ein Dienst für Personen ab 18 Jahren. Lass uns wiedersehen wenn du etwas größer geworden bist.,Ailom es un servicio para mayores de 18 años. Nos veremos cuando hayas crecido un poco más.,Ailom è un servizio per chi ha 18 anni o più. Rivediamoci quando sarai cresciuto un po'.,Ailom é um serviço para pessoas com 18 anos ou mais. Nos vemos de novo quando você crescer um pouco mais.,Ailom 18 yaş ve üzeri için bir hizmettir. Biraz büyüdükten sonra tekrar görüşürüz.,Ailom — сервис для тех кому 18 и больше. Увидимся когда ты немного подрастёшь.,Ailom خدمة لمن هم في سن 18 فما فوق. سنلتقي مجدداً بعد أن تكبر قليلاً.
auth,underage_help,"If you have questions, let us know in Help.",궁금한 점이 있으면 도움이 필요해요에서 알려주세요.,ご不明な点がある場合は、ヘルプよりお知らせください。,如有疑問，請在說明中告訴我們。,หากมีคำถามใด ๆ แจ้งให้เราทราบที่ฝ่ายช่วยเหลือ,Jika ada pertanyaan beritahu kami di Bantuan.,Si vous avez des questions faites-le nous savoir dans l'Aide.,Wenn Sie Fragen haben teilen Sie uns diese im Hilfebereich mit.,Si tienes preguntas haznos saber en Ayuda.,Se hai domande faccelo sapere nella Guida.,Se tiver dúvidas nos informe na Ajuda.,Sorularınız varsa Yardım bölümünden bize bildirin.,Если есть вопросы сообщите нам в разделе Помощь.,إن كان لديك أسئلة أخبرنا في المساعدة.
auth,underage_cta,OK,확인,OK,確認,ตกลง,OK,OK,OK,OK,OK,OK,Tamam,ОК,موافق
auth,# RFC-0006 B — B1 Re-login (passwordless re-login + step-up re-auth),,,,,,,,,,,,,,
auth,relogin_headline,"Nice to see you again. One quick check.",다시 만나 반가워요. 한 번만 확인할게요.,またお会いできて嬉しいです。少しだけ確認させてください。,很高興再見到您。請確認一下。,ยินดีที่ได้พบคุณอีกครั้ง ขอยืนยันอีกสักครู่,Senang bertemu lagi. Satu pengecekan singkat.,Ravi de vous revoir. Une vérification rapide.,Schön Sie wiederzusehen. Eine kurze Überprüfung.,Qué bueno verte de nuevo. Una comprobación rápida.,Che bello rivederti. Un rapido controllo.,Que bom te ver de novo. Uma verificação rápida.,Tekrar görmek güzel. Hızlı bir kontrol.,Рад вас снова видеть. Одна быстрая проверка.,يسعدنا رؤيتك مجدداً. فحص سريع واحد.
auth,relogin_step_up_context,"To {action}, one more check.","{action}을 위해 한 번 더 확인할게요.","{action}のためにもう一度確認させてください。",為了 {action}，再確認一次。,เพื่อ {action} ขอยืนยันอีกครั้ง,Untuk {action} satu verifikasi lagi.,Pour {action} une vérification de plus.,Für {action} noch eine Überprüfung.,Para {action} una comprobación más.,Per {action} un'altra verifica.,Para {action} mais uma verificação.,{action} için bir kontrol daha.,Для {action} ещё одна проверка.,من أجل {action}، تحقق واحد إضافي.
auth,relogin_passkey_cta,Continue with Passkey,패스키로 계속,Passkeyで続ける,以 Passkey 繼續,ดำเนินการต่อด้วย Passkey,Lanjutkan dengan Passkey,Continuer avec Passkey,Weiter mit Passkey,Continuar con Passkey,Continua con Passkey,Continuar com Passkey,Passkey ile devam et,Продолжить с Passkey,المتابعة مع Passkey
auth,relogin_magiclink_cta,Continue with email link,메일 링크로 계속,メールリンクで続ける,以郵件連結繼續,ดำเนินการต่อด้วยลิงก์อีเมล,Lanjutkan dengan tautan email,Continuer avec le lien par e-mail,Weiter mit E-Mail-Link,Continuar con enlace de correo,Continua con il link email,Continuar com link de e-mail,E-posta bağlantısıyla devam et,Продолжить по ссылке из письма,المتابعة برابط البريد الإلكتروني
auth,relogin_cancel,Stop for now,지금은 그만두기,今は中止,暫時停止,หยุดตอนนี้,Berhenti untuk sekarang,Arrêter pour l'instant,Jetzt abbrechen,Parar por ahora,Interrompi per ora,Parar por agora,Şimdilik dur,Остановиться сейчас,التوقف الآن
auth,relogin_success,Confirmed.,확인됐어요.,確認しました。,已確認。,ยืนยันแล้ว,Dikonfirmasi.,Confirmé.,Bestätigt.,Confirmado.,Confermato.,Confirmado.,Onaylandı.,Подтверждено.,تم التأكيد.
auth,relogin_error_cooldown,Please try again in a moment. You can retry in {{remaining_time}}.,잠시 후 다시 시도해 주세요. {{remaining_time}} 후에 다시 하실 수 있어요.,しばらくしてからもう一度お試しください。{{remaining_time}}後に再試行できます。,請稍後再試。您可以在 {{remaining_time}} 後重試。,กรุณาลองอีกครั้งในอีกสักครู่ คุณสามารถลองใหม่ได้ใน {{remaining_time}},Coba lagi sebentar. Anda bisa mencoba lagi dalam {{remaining_time}}.,Réessayez dans un moment. Vous pourrez réessayer dans {{remaining_time}}.,Bitte kurz warten. Erneut versuchen in {{remaining_time}}.,Inténtalo en un momento. Puedes reintentarlo en {{remaining_time}}.,Riprova tra poco. Puoi riprovare tra {{remaining_time}}.,Tente novamente em instantes. Você pode tentar de novo em {{remaining_time}}.,Biraz bekleyip tekrar deneyin. {{remaining_time}} sonra tekrar deneyebilirsiniz.,Повторите через мгновение. Снова можно через {{remaining_time}}.,يرجى المحاولة بعد قليل. يمكنك إعادة المحاولة بعد {{remaining_time}}.
auth,relogin_error_network_timeout,Things are a little slow right now. Please try again.,연결이 잠시 느려요. 다시 시도해 주세요.,接続が少し遅くなっています。もう一度お試しください。,連線速度有些慢，請再試一次。,การเชื่อมต่อช้าอยู่ตอนนี้ กรุณาลองอีกครั้ง,Koneksi sedikit lambat. Coba lagi.,La connexion est un peu lente. Veuillez réessayer.,Die Verbindung ist gerade etwas langsam. Bitte erneut versuchen.,La conexión está un poco lenta. Inténtalo de nuevo.,La connessione è un po' lenta. Riprova.,A conexão está um pouco lenta. Tente novamente.,Bağlantı biraz yavaş. Lütfen tekrar deneyin.,Соединение немного замедлилось. Повторите попытку.,الاتصال بطيء قليلاً. يرجى المحاولة مرة أخرى.
auth,relogin_per_service_note,Only this service needs re-login. Your other apps are still connected.,이 서비스만 다시 로그인이 필요해요. 다른 앱은 그대로 연결되어 있어요.,このサービスのみ再ログインが必要です。他のアプリはそのまま接続されています。,只有此服務需要重新登入，其他應用程式仍保持連線。,เฉพาะบริการนี้ที่ต้องเข้าสู่ระบบใหม่ แอปอื่นยังคงเชื่อมต่ออยู่,Hanya layanan ini yang memerlukan login ulang. Aplikasi lain masih terhubung.,Seul ce service nécessite une reconnexion. Vos autres apps restent connectées.,Nur dieser Dienst benötigt eine Anmeldung. Ihre anderen Apps sind noch verbunden.,Solo este servicio necesita volver a iniciar sesión. Tus otras apps siguen conectadas.,Solo questo servizio richiede il nuovo accesso. Le altre app sono ancora connesse.,Apenas este serviço precisa de novo login. Seus outros apps continuam conectados.,Yalnızca bu hizmet için tekrar giriş gerekiyor. Diğer uygulamalarınız bağlı kalmaya devam ediyor.,Только этот сервис требует повторного входа. Остальные приложения остаются подключёнными.,هذه الخدمة فقط تحتاج إعادة تسجيل الدخول. تطبيقاتك الأخرى لا تزال متصلة.
auth,# RFC-0006 B — B2 Active Session List (security settings section),,,,,,,,,,,,,,
auth,session_section_title,Active Sessions,활성 세션,アクティブなセッション,活躍工作階段,เซสชันที่ใช้งานอยู่,Sesi Aktif,Sessions actives,Aktive Sitzungen,Sesiones activas,Sessioni attive,Sessões ativas,Etkin Oturumlar,Активные сеансы,الجلسات النشطة
auth,session_intro,These are the devices currently connected to your account.,지금 내 계정에 연결된 기기예요.,現在アカウントに接続されている機器です。,以下是目前連線至您帳號的裝置。,นี่คืออุปกรณ์ที่เชื่อมต่อกับบัญชีของคุณอยู่ในขณะนี้,Ini adalah perangkat yang sedang terhubung ke akun Anda.,Voici les appareils actuellement connectés à votre compte.,Das sind die aktuell mit Ihrem Konto verbundenen Geräte.,Estos son los dispositivos conectados actualmente a tu cuenta.,Questi sono i dispositivi attualmente connessi al tuo account.,Estes são os dispositivos atualmente conectados à sua conta.,Bunlar şu anda hesabınıza bağlı cihazlar.,Это устройства сейчас подключённые к вашему аккаунту.,هذه هي الأجهزة المتصلة حاليًا بحسابك.
auth,session_current_badge,This device,이 기기,このデバイス,此裝置,อุปกรณ์นี้,Perangkat ini,Cet appareil,Dieses Gerät,Este dispositivo,Questo dispositivo,Este dispositivo,Bu cihaz,Это устройство,هذا الجهاز
auth,session_single_logout,Sign out this device,이 기기 로그아웃,このデバイスをサインアウト,登出此裝置,ออกจากระบบอุปกรณ์นี้,Keluar dari perangkat ini,Déconnecter cet appareil,Dieses Gerät abmelden,Cerrar sesión en este dispositivo,Disconnetti questo dispositivo,Sair deste dispositivo,Bu cihazdan çıkış yap,Выйти с этого устройства,تسجيل خروج هذا الجهاز
auth,session_single_logout_confirm,Disconnect this device?,이 기기의 연결을 종료할까요?,このデバイスの接続を終了しますか？,要中斷此裝置的連線嗎？,ยุติการเชื่อมต่ออุปกรณ์นี้?,Putuskan perangkat ini?,Déconnecter cet appareil ?,Dieses Gerät trennen?,¿Desconectar este dispositivo?,Disconnettere questo dispositivo?,Desconectar este dispositivo?,Bu cihazın bağlantısını kes?,Отключить это устройство?,قطع الاتصال بهذا الجهاز؟
auth,session_all_device_entry,Sign out of all devices,모든 기기에서 로그아웃,すべてのデバイスからサインアウト,登出所有裝置,ออกจากระบบทุกอุปกรณ์,Keluar dari semua perangkat,Se déconnecter de tous les appareils,Von allen Geräten abmelden,Cerrar sesión en todos los dispositivos,Esci da tutti i dispositivi,Sair de todos os dispositivos,Tüm cihazlardan çıkış yap,Выйти со всех устройств,تسجيل الخروج من جميع الأجهزة
auth,session_empty_current_only,Right now you're signed in only on this device.,지금은 이 기기에서만 사용 중이에요.,現在はこのデバイスのみでご利用中です。,目前只在此裝置上登入。,ขณะนี้คุณลงชื่อเข้าใช้เฉพาะในอุปกรณ์นี้เท่านั้น,Saat ini Anda hanya masuk di perangkat ini.,Vous êtes connecté uniquement sur cet appareil en ce moment.,Gerade sind Sie nur auf diesem Gerät angemeldet.,Ahora mismo solo tienes sesión iniciada en este dispositivo.,In questo momento sei connesso solo su questo dispositivo.,Agora você está conectado apenas neste dispositivo.,Şu anda yalnızca bu cihazda oturum açıksınız.,Сейчас вы вошли только на этом устройстве.,أنت حاليًا مسجّل الدخول على هذا الجهاز فحسب.
auth,session_error,We couldn't load your sessions. Please try again.,세션 정보를 불러오지 못했어요. 다시 시도해 주세요.,セッション情報を読み込めませんでした。もう一度お試しください。,無法載入工作階段資訊，請再試一次。,ไม่สามารถโหลดข้อมูลเซสชันได้ กรุณาลองอีกครั้ง,Tidak bisa memuat sesi. Silakan coba lagi.,Nous n'avons pas pu charger vos sessions. Veuillez réessayer.,Sitzungen konnten nicht geladen werden. Bitte erneut versuchen.,No pudimos cargar tus sesiones. Inténtalo de nuevo.,Non siamo riusciti a caricare le tue sessioni. Riprova.,Não conseguimos carregar suas sessões. Tente novamente.,Oturumlarınız yüklenemedi. Lütfen tekrar deneyin.,Не удалось загрузить сеансы. Попробуйте снова.,لم نستطع تحميل جلساتك. يرجى المحاولة مرة أخرى.
auth,# RFC-0006 B — B3 Trusted Device Management (security settings section),,,,,,,,,,,,,,
auth,trusted_section_title,Trusted Devices,신뢰 기기,信頼済みデバイス,信任裝置,อุปกรณ์ที่เชื่อถือได้,Perangkat Tepercaya,Appareils de confiance,Vertrauenswürdige Geräte,Dispositivos de confianza,Dispositivi attendibili,Dispositivos confiáveis,Güvenilir Cihazlar,Надёжные устройства,الأجهزة الموثوقة
auth,trusted_meaning_note,"Marking a device as trusted makes future checks a little lighter. It doesn't extend your login time.","신뢰 기기로 두면 다음 확인이 조금 더 가벼워져요. 로그인을 더 오래 유지하는 건 아니에요.","信頼済みにすると次の確認が少し軽くなります。ログインを長く維持するわけではありません。","標記為信任裝置後，下次確認會輕鬆一點，但並不會延長您的登入時間。",การทำเครื่องหมายว่าเชื่อถือได้จะทำให้การยืนยันครั้งต่อไปเบาลงเล็กน้อย ไม่ได้ขยายเวลาการเข้าสู่ระบบ,"Menandai perangkat sebagai tepercaya membuat pengecekan berikutnya sedikit lebih ringan, bukan memperpanjang waktu login.",Marquer un appareil comme approuvé allège les prochaines vérifications. Cela ne prolonge pas votre durée de connexion.,Ein vertrauenswürdiges Gerät macht künftige Überprüfungen etwas leichter. Es verlängert nicht Ihre Anmeldezeit.,"Marcar un dispositivo como de confianza hace que las próximas comprobaciones sean un poco más sencillas, sin extender el tiempo de sesión.","Contrassegnare un dispositivo come attendibile rende le verifiche future un po' più leggere, senza estendere il tempo di accesso.","Marcar um dispositivo como confiável torna as verificações futuras um pouco mais leves, sem estender o tempo de login.",Bir cihazı güvenilir olarak işaretlemek gelecekteki kontrolleri biraz daha hafif yapar. Oturum açık kalma sürenizi uzatmaz.,Пометка устройства надёжным облегчает последующие проверки. Это не продлевает время входа.,تعيين الجهاز كموثوق يجعل عمليات التحقق التالية أخف. ولا يطيل وقت تسجيل الدخول.
auth,trusted_toggle_on,Mark as trusted,이 기기 신뢰하기,このデバイスを信頼,標記為信任,ทำเครื่องหมายว่าเชื่อถือได้,Tandai sebagai tepercaya,Marquer comme approuvé,Als vertrauenswürdig markieren,Marcar como de confianza,Segna come attendibile,Marcar como confiável,Güvenilir olarak işaretle,Отметить как надёжное,تعيين كموثوق
auth,trusted_toggle_off,Remove trust,신뢰 해제,信頼を解除,移除信任,ยกเลิกการเชื่อถือ,Hapus kepercayaan,Retirer l'approbation,Vertrauen entfernen,Eliminar confianza,Rimuovi attendibilità,Remover confiança,Güveni kaldır,Убрать отметку,إزالة الثقة
auth,trusted_downgraded_notice,"We've lowered the trust level for this device for now. Verify once more to restore it.","이 기기의 확인 상태를 잠시 낮췄어요. 다시 한 번 확인하면 복원돼요.","このデバイスの確認状態を一時的に下げました。再度確認するで元に戻ります。","此裝置的確認狀態暫時降低了，再確認一次即可復原。","เราลดระดับความน่าเชื่อถือของอุปกรณ์นี้ชั่วคราว ยืนยันอีกครั้งเพื่อคืนค่า","Kami telah menurunkan level kepercayaan perangkat ini untuk sementara. Verifikasi sekali lagi untuk memulihkannya.","Nous avons temporairement abaissé le niveau de confiance de cet appareil. Vérifiez à nouveau pour le restaurer.","Wir haben die Vertrauensstufe dieses Geräts vorübergehend gesenkt. Einmal verifizieren um es wiederherzustellen.","Hemos reducido temporalmente el nivel de confianza de este dispositivo. Verifícalo una vez más para restaurarlo.","Abbiamo temporaneamente abbassato il livello di fiducia di questo dispositivo. Verifica ancora una volta per ripristinarlo.","Reduzimos temporariamente o nível de confiança deste dispositivo. Verifique mais uma vez para restaurá-lo.","Bu cihazın güven düzeyini geçici olarak düşürdük. Geri yüklemek için bir kez daha doğrulayın.","Мы временно снизили уровень доверия к этому устройству. Подтвердите ещё раз для восстановления.","لقد خفّضنا مستوى الثقة لهذا الجهاز مؤقتاً. تحقق مرة أخرى لاستعادته."
auth,trusted_re_trust_step_up,To trust this device again we'll check once more.,이 기기를 다시 신뢰하려면 한 번 더 확인할게요.,このデバイスを再度信頼するためにもう一度確認します。,為了再次信任此裝置，我們將再確認一次。,เพื่อเชื่อถืออุปกรณ์นี้อีกครั้ง เราจะตรวจสอบอีกครั้ง,Untuk mempercayai perangkat ini lagi kami akan memeriksa sekali lagi.,Pour faire confiance à nouveau à cet appareil nous allons vérifier une fois de plus.,Um diesem Gerät erneut zu vertrauen überprüfen wir noch einmal.,Para confiar de nuevo en este dispositivo haremos una comprobación más.,Per fidarsi di nuovo di questo dispositivo faremo un altro controllo.,Para confiar neste dispositivo novamente verificaremos mais uma vez.,Bu cihaza yeniden güvenmek için bir kez daha kontrol edeceğiz.,Для повторного доверия к устройству проверим ещё раз.,للوثوق بهذا الجهاز مرة أخرى سنتحقق مرة إضافية.
auth,trusted_error,We couldn't load your trusted devices. Please try again.,신뢰 기기 정보를 불러오지 못했어요. 다시 시도해 주세요.,信頼済みデバイスを読み込めませんでした。もう一度お試しください。,無法載入信任裝置資訊，請再試一次。,ไม่สามารถโหลดข้อมูลอุปกรณ์ที่เชื่อถือได้ กรุณาลองอีกครั้ง,Tidak bisa memuat perangkat tepercaya. Coba lagi.,Nous n'avons pas pu charger vos appareils approuvés. Veuillez réessayer.,Vertrauenswürdige Geräte konnten nicht geladen werden. Erneut versuchen.,No pudimos cargar tus dispositivos de confianza. Inténtalo de nuevo.,Non siamo riusciti a caricare i tuoi dispositivi attendibili. Riprova.,Não conseguimos carregar seus dispositivos confiáveis. Tente novamente.,Güvenilir cihazlarınız yüklenemedi. Lütfen tekrar deneyin.,Не удалось загрузить надёжные устройства. Попробуйте снова.,لم نستطع تحميل أجهزتك الموثوقة. يرجى المحاولة مرة أخرى.
auth,# RFC-0006 B — B4 New Device Login Alert (email/push + in-app banner + history detail),,,,,,,,,,,,,,
auth,newdevice_email_subject,Ailom · You signed in from a new device,"Ailom · 새로운 기기에서 로그인되었어요","Ailom · 新しいデバイスからログインしました","Ailom · 從新裝置登入了","Ailom · มีการลงชื่อเข้าใช้จากอุปกรณ์ใหม่","Ailom · Anda login dari perangkat baru","Ailom · Connexion depuis un nouvel appareil","Ailom · Anmeldung von neuem Gerät","Ailom · Iniciaste sesión desde un nuevo dispositivo","Ailom · Hai effettuato l'accesso da un nuovo dispositivo","Ailom · Você entrou de um novo dispositivo","Ailom · Yeni bir cihazdan giriş yaptınız","Ailom · Вы вошли с нового устройства","Ailom · تم تسجيل دخولك من جهاز جديد"
auth,newdevice_banner_headline,You signed in from a new device.,새로운 기기에서 로그인되었어요.,新しいデバイスからログインしました。,從新裝置登入了。,มีการลงชื่อเข้าใช้จากอุปกรณ์ใหม่,Anda login dari perangkat baru.,Connexion depuis un nouvel appareil.,Anmeldung von einem neuen Gerät.,Iniciaste sesión desde un nuevo dispositivo.,Hai effettuato l'accesso da un nuovo dispositivo.,Você entrou de um novo dispositivo.,Yeni bir cihazdan giriş yaptınız.,Вы вошли с нового устройства.,تم تسجيل دخولك من جهاز جديد.
auth,newdevice_why_notified,This is your first sign-in from this device — we wanted to let you know for your safety.,이 기기에서 처음 로그인해서 안전을 위해 알려드려요.,このデバイスから初めてログインしたので安全のためお知らせします。,這是您首次從此裝置登入，我們為您的安全提醒您。,นี่เป็นการลงชื่อเข้าใช้ครั้งแรกจากอุปกรณ์นี้ เราแจ้งเพื่อความปลอดภัยของคุณ,Ini adalah login pertama Anda dari perangkat ini — kami ingin memberi tahu Anda untuk keamanan Anda.,C'est votre première connexion depuis cet appareil — nous vous en informons pour votre sécurité.,Dies ist Ihre erste Anmeldung von diesem Gerät — wir informieren Sie für Ihre Sicherheit.,Esta es tu primera sesión desde este dispositivo — te avisamos por tu seguridad.,Questo è il tuo primo accesso da questo dispositivo — te lo comunichiamo per la tua sicurezza.,Este é seu primeiro login deste dispositivo — avisamos você por segurança.,Bu cihazdan ilk giriş yapışınız — güvenliğiniz için sizi bilgilendirmek istedik.,Это ваш первый вход с этого устройства — сообщаем для вашей безопасности.,هذا أول تسجيل دخول من هذا الجهاز — أردنا إعلامك لأمانك.
auth,newdevice_trust_phrase_hint,"Check the trust phrase at the top of this email. If it's not there, verify in the app.","메일 상단의 '안심 문구'가 보이지 않으면 앱에서 한 번 더 확인해 주세요.","メール上部の「安心フレーズ」が見えない場合は、アプリでもう一度ご確認ください。","若郵件頂端沒有顯示「安心短語」，請在應用程式中再次確認。","ตรวจสอบวลีความไว้วางใจที่ด้านบนของอีเมลนี้ หากไม่มี ให้ยืนยันในแอป","Periksa frasa kepercayaan di bagian atas email ini. Jika tidak ada verifikasikan di aplikasi.","Vérifiez la phrase de confiance en haut de cet e-mail. Si elle n'est pas là vérifiez dans l'app.","Überprüfen Sie die Vertrauensphrase oben in dieser E-Mail. Wenn sie fehlt verifizieren Sie in der App.","Comprueba la frase de confianza en la parte superior de este correo. Si no aparece verifícalo en la app.","Controlla la frase di fiducia in cima a questa email. Se non c'è verifica nell'app.","Verifique a frase de confiança no topo deste e-mail. Se não estiver lá confirme no app.","Bu e-postanın üstündeki güven ifadesini kontrol edin. Yoksa uygulamada doğrulayın.","Проверьте доверенную фразу вверху этого письма. Если её нет — проверьте в приложении.","تحقق من عبارة الأمان في أعلى هذا البريد. إن لم تجدها تحقق في التطبيق."
auth,newdevice_action_not_me,This wasn't me,내가 한 일이 아니에요,私ではありません,這不是我,นี่ไม่ใช่ฉัน,Bukan saya,Ce n'était pas moi,Das war ich nicht,No fui yo,Non ero io,Não fui eu,Bu ben değildim,Это был не я,هذا لم يكن أنا
auth,newdevice_action_report_phish,This email looks suspicious,이 메일이 의심돼요,このメールが怪しいです,這封郵件看起來可疑,อีเมลนี้ดูน่าสงสัย,Email ini terlihat mencurigakan,Cet e-mail semble suspect,Diese E-Mail sieht verdächtig aus,Este correo parece sospechoso,Questa email sembra sospetta,Este e-mail parece suspeito,Bu e-posta şüpheli görünüyor,Это письмо выглядит подозрительно,يبدو هذا البريد مريباً
auth,newdevice_confirm_it_was_me,"If this was you, no action needed. You're all set.",내가 한 일이 맞다면 그대로 두시면 돼요.,ご本人であれば何もしなくて大丈夫です。,如果這是您本人的操作，無需採取任何行動。,หากนี่คือคุณ ไม่จำเป็นต้องทำอะไร ทุกอย่างเรียบร้อย,Jika ini Anda tidak perlu melakukan apa-apa.,Si c'était bien vous aucune action n'est nécessaire. Tout est bon.,Wenn Sie das waren ist keine Aktion erforderlich. Sie sind eingerichtet.,Si eras tú no se necesita ninguna acción. Todo está bien.,Se eri tu non è necessaria alcuna azione. Sei a posto.,Se foi você nenhuma ação é necessária. Está tudo certo.,Bu siz idiyseniz herhangi bir işlem gerekmez. Her şey yolunda.,Если это были вы — никаких действий не требуется. Всё в порядке.,إن كنت أنت من فعل ذلك، لا حاجة لأي إجراء. كل شيء على ما يرام.
auth,# RFC-0006 B — B5 Session Expiry / Re-auth Notice,,,,,,,,,,,,,,
auth,expiry_headline,One moment — a quick check needed.,잠시 확인이 필요해요.,少し確認が必要です。,需要確認一下。,ต้องการการยืนยันสักครู่,Diperlukan pemeriksaan cepat.,Un instant — une vérification rapide est nécessaire.,Einen Moment — eine kurze Überprüfung erforderlich.,Un momento — se necesita una verificación rápida.,Un momento — è necessaria una rapida verifica.,Um momento — uma verificação rápida é necessária.,Bir an — hızlı bir kontrol gerekiyor.,Секунду — нужна быстрая проверка.,لحظة — تحقق سريع مطلوب.
auth,expiry_body,"For your safety, we need to confirm your login once more. It only takes a moment.",안전을 위해 로그인 상태를 한 번 더 확인할게요. 잠깐이면 돼요.,安全のためログイン状態をもう一度確認させてください。すぐに終わります。,為了您的安全，我們需要再次確認您的登入狀態，只需片刻。,เพื่อความปลอดภัยของคุณ เราต้องยืนยันการเข้าสู่ระบบของคุณอีกครั้ง ใช้เวลาเพียงครู่เดียว,Demi keamanan Anda kami perlu mengonfirmasi login Anda sekali lagi. Hanya sebentar.,Pour votre sécurité nous devons confirmer votre connexion une fois de plus. Cela ne prend qu'un instant.,Zu Ihrer Sicherheit müssen wir Ihren Login noch einmal bestätigen. Es dauert nur einen Moment.,Por tu seguridad necesitamos confirmar tu inicio de sesión una vez más. Solo tomará un momento.,Per la tua sicurezza dobbiamo confermare il tuo accesso ancora una volta. Ci vuole solo un momento.,Por sua segurança precisamos confirmar seu login mais uma vez. Leva apenas um instante.,Güvenliğiniz için giriş durumunuzu bir kez daha doğrulamamız gerekiyor. Yalnızca bir an sürer.,Для вашей безопасности нам нужно подтвердить ваш вход ещё раз. Это займёт секунду.,لأمانك نحتاج إلى تأكيد تسجيل دخولك مرة أخرى. لن يستغرق الأمر سوى لحظة.
auth,expiry_per_service_note,Your other apps are still connected.,다른 앱은 그대로 유지돼요.,他のアプリはそのまま維持されています。,其他應用程式仍保持連線。,แอปอื่นๆ ของคุณยังคงเชื่อมต่ออยู่,Aplikasi lain Anda masih terhubung.,Vos autres apps restent connectées.,Ihre anderen Apps bleiben verbunden.,Tus otras apps siguen conectadas.,Le tue altre app sono ancora connesse.,Seus outros apps permanecem conectados.,Diğer uygulamalarınız bağlı kalmaya devam ediyor.,Ваши другие приложения остаются подключёнными.,تطبيقاتك الأخرى لا تزال متصلة.
auth,expiry_reauth_cta,Sign in again,다시 로그인,再度サインイン,重新登入,เข้าสู่ระบบอีกครั้ง,Masuk lagi,Se reconnecter,Erneut anmelden,Iniciar sesión de nuevo,Accedi di nuovo,Entrar novamente,Tekrar giriş yap,Войти снова,تسجيل الدخول مرة أخرى
